user_id,age,gender,country,education,job_title,years_experience
11690,30-34,Man,Russia,Professional doctorate,Research Scientist,10-20 years
11691,35-39,Man,India,Master’s degree,Data Engineer,3-5 years
11692,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
11693,18-21,Man,India,Bachelor’s degree,Currently not employed,< 1 years
11694,35-39,Man,Taiwan,Doctoral degree,Other,20+ years
11695,18-21,Man,India,Bachelor’s degree,Student,3-5 years
11696,45-49,Man,United States of America,Doctoral degree,Software Engineer,20+ years
11697,30-34,Man,Brazil,Master’s degree,Product Manager,I have never written code
11698,25-29,Woman,Portugal,Master’s degree,Software Engineer,3-5 years
11699,35-39,Man,India,Bachelor’s degree,Program/Project Manager,5-10 years
11700,40-44,Man,Sweden,Master’s degree,Data Analyst,3-5 years
11701,22-24,Man,Other,Bachelor’s degree,Other,3-5 years
11702,25-29,Man,United States of America,Bachelor’s degree,Currently not employed,< 1 years
11703,22-24,Man,India,Master’s degree,Data Scientist,< 1 years
11704,22-24,Man,Indonesia,Master’s degree,Student,1-3 years
11705,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Student,5-10 years
11706,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,10-20 years
11707,25-29,Man,Brazil,Bachelor’s degree,Student,< 1 years
11708,25-29,Man,China,Master’s degree,Machine Learning Engineer,3-5 years
11709,18-21,Man,Poland,Some college/university study without earning a bachelor’s degree,Student,I have never written code
11710,35-39,Man,India,Master’s degree,Other,I have never written code
11711,18-21,Woman,Pakistan,Bachelor’s degree,Machine Learning Engineer,3-5 years
11712,22-24,Man,United States of America,Bachelor’s degree,Currently not employed,< 1 years
11713,25-29,Prefer not to say,Greece,Master’s degree,Data Scientist,1-3 years
11714,45-49,Man,South Korea,Master’s degree,Data Scientist,10-20 years
11715,40-44,Woman,Japan,No formal education past high school,Program/Project Manager,10-20 years
11716,25-29,Woman,Germany,Master’s degree,Other,I have never written code
11717,40-44,Man,Japan,Master’s degree,Program/Project Manager,5-10 years
11718,18-21,Man,India,Master’s degree,Student,3-5 years
11719,25-29,Man,Singapore,Master’s degree,Data Scientist,3-5 years
11720,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,< 1 years
11721,40-44,Man,Ukraine,Master’s degree,Currently not employed,10-20 years
11722,35-39,Man,Australia,Bachelor’s degree,Data Engineer,10-20 years
11723,22-24,Man,India,Bachelor’s degree,Data Engineer,< 1 years
11724,22-24,Woman,India,Master’s degree,Data Scientist,1-3 years
11725,50-54,Man,India,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code
11726,22-24,Man,Sri Lanka,Bachelor’s degree,Student,3-5 years
11727,22-24,Woman,India,Master’s degree,Currently not employed,5-10 years
11728,40-44,Man,India,Bachelor’s degree,Data Scientist,10-20 years
11729,25-29,Man,United States of America,Master’s degree,Student,1-3 years
11730,35-39,Man,Chile,Bachelor’s degree,Software Engineer,10-20 years
11731,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
11732,25-29,Woman,United States of America,Master’s degree,Data Engineer,1-3 years
11733,25-29,Man,Japan,Master’s degree,Student,1-3 years
11734,22-24,Man,Taiwan,Bachelor’s degree,Machine Learning Engineer,3-5 years
11735,70+,Nonbinary,Canada,I prefer not to answer,Other,20+ years
11736,45-49,Man,India,Bachelor’s degree,Product Manager,10-20 years
11737,40-44,Man,Portugal,Doctoral degree,Research Scientist,10-20 years
11738,18-21,Man,India,Bachelor’s degree,Student,1-3 years
11739,22-24,Man,India,Master’s degree,Software Engineer,5-10 years
11740,22-24,Man,Other,Master’s degree,Student,1-3 years
11741,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,1-3 years
11742,40-44,Man,United States of America,Doctoral degree,Student,< 1 years
11743,25-29,Man,India,Bachelor’s degree,Data Analyst,< 1 years
11744,22-24,Man,Other,Master’s degree,Data Scientist,3-5 years
11745,18-21,Man,India,Master’s degree,Data Scientist,< 1 years
11746,30-34,Man,United States of America,Master’s degree,Business Analyst,1-3 years
11747,25-29,Man,Viet Nam,Bachelor’s degree,Software Engineer,5-10 years
11748,25-29,Woman,Egypt,I prefer not to answer,Machine Learning Engineer,3-5 years
11749,40-44,Man,Ukraine,I prefer not to answer,Software Engineer,10-20 years
11750,25-29,Man,Malaysia,Master’s degree,Data Analyst,I have never written code
11751,18-21,Man,India,No formal education past high school,Currently not employed,< 1 years
11752,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,20+ years
11753,22-24,Woman,Poland,Master’s degree,Data Engineer,< 1 years
11754,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
11755,35-39,Man,Switzerland,Master’s degree,Business Analyst,< 1 years
11756,25-29,Woman,Pakistan,Bachelor’s degree,Currently not employed,5-10 years
11757,30-34,Man,India,Master’s degree,Student,< 1 years
11758,25-29,Man,Indonesia,Master’s degree,DBA/Database Engineer,< 1 years
11759,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years
11760,18-21,Man,Viet Nam,Bachelor’s degree,Data Scientist,1-3 years
11761,70+,Man,Canada,Bachelor’s degree,Currently not employed,20+ years
11762,18-21,Woman,India,Master’s degree,Student,1-3 years
11763,18-21,Man,India,Bachelor’s degree,Student,< 1 years
11764,25-29,Man,India,Bachelor’s degree,Other,1-3 years
11765,40-44,Man,Brazil,Master’s degree,Statistician,< 1 years
11766,40-44,Woman,United States of America,Doctoral degree,Data Scientist,5-10 years
11767,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years
11768,40-44,Man,Czech Republic,Master’s degree,Product Manager,5-10 years
11769,25-29,Woman,Turkey,Master’s degree,Currently not employed,1-3 years
11770,40-44,Man,India,Master’s degree,Business Analyst,3-5 years
11771,35-39,Man,Other,Bachelor’s degree,Software Engineer,10-20 years
11772,25-29,Man,India,Master’s degree,Currently not employed,1-3 years
11773,50-54,Man,Russia,Master’s degree,Data Scientist,10-20 years
11774,50-54,Man,Canada,Bachelor’s degree,Data Analyst,10-20 years
11775,30-34,Man,Brazil,Master’s degree,Business Analyst,1-3 years
11776,40-44,Man,Canada,Master’s degree,Program/Project Manager,1-3 years
11777,30-34,Man,Turkey,Master’s degree,Program/Project Manager,3-5 years
11778,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,1-3 years
11779,35-39,Man,India,Bachelor’s degree,Other,1-3 years
11780,35-39,Woman,Netherlands,Doctoral degree,Data Scientist,10-20 years
11781,18-21,Man,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years
11782,22-24,Woman,Colombia,Bachelor’s degree,Research Scientist,5-10 years
11783,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
11784,22-24,Man,India,Master’s degree,Student,1-3 years
11785,18-21,Man,Pakistan,Bachelor’s degree,Student,< 1 years
11786,22-24,Woman,Other,Master’s degree,Other,1-3 years
11787,30-34,Man,China,Doctoral degree,Research Scientist,3-5 years
11788,40-44,Man,Russia,Master’s degree,Program/Project Manager,I have never written code
11789,35-39,Woman,United States of America,Bachelor’s degree,Other,< 1 years
11790,35-39,Man,Spain,Master’s degree,Data Engineer,10-20 years
11791,30-34,Man,Sri Lanka,I prefer not to answer,Data Engineer,I have never written code
11792,22-24,Man,India,Bachelor’s degree,Student,< 1 years
11793,30-34,Man,United States of America,Master’s degree,Data Analyst,1-3 years
11794,30-34,Man,Russia,Master’s degree,Data Analyst,1-3 years
11795,40-44,Man,Japan,I prefer not to answer,Currently not employed,5-10 years
11796,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,I have never written code
11797,25-29,Man,United States of America,Master’s degree,Currently not employed,1-3 years
11798,25-29,Man,Chile,Bachelor’s degree,Data Scientist,3-5 years
11799,22-24,Man,Poland,Bachelor’s degree,Data Engineer,5-10 years
11800,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
11801,25-29,Man,India,Master’s degree,Data Analyst,5-10 years
11802,25-29,Man,Russia,I prefer not to answer,Student,1-3 years
11803,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
11804,22-24,Man,United States of America,Bachelor’s degree,Student,< 1 years
11805,35-39,Man,Malaysia,Bachelor’s degree,Business Analyst,< 1 years
11806,25-29,Woman,United States of America,Doctoral degree,Research Scientist,5-10 years
11807,45-49,Man,Japan,Master’s degree,Program/Project Manager,3-5 years
11808,18-21,Man,France,Master’s degree,Student,3-5 years
11809,60-69,Man,France,Master’s degree,Currently not employed,1-3 years
11810,18-21,Man,Ghana,Bachelor’s degree,Student,1-3 years
11811,18-21,Man,Thailand,Bachelor’s degree,Student,1-3 years
11812,25-29,Man,Argentina,Master’s degree,Data Analyst,3-5 years
11813,35-39,Man,India,Master’s degree,DBA/Database Engineer,5-10 years
11814,25-29,Man,France,Master’s degree,Data Scientist,1-3 years
11815,25-29,Man,Japan,Bachelor’s degree,Software Engineer,1-3 years
11816,35-39,Man,Japan,Master’s degree,Data Scientist,10-20 years
11817,30-34,Man,United States of America,Bachelor’s degree,Other,3-5 years
11818,30-34,Man,Russia,Master’s degree,Data Analyst,1-3 years
11819,22-24,Man,Nepal,Some college/university study without earning a bachelor’s degree,Other,I have never written code
11820,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years
11821,40-44,Man,Nigeria,Bachelor’s degree,Currently not employed,< 1 years
11822,25-29,Woman,United States of America,Master’s degree,Other,< 1 years
11823,22-24,Woman,United States of America,Bachelor’s degree,Research Scientist,< 1 years
11824,22-24,Man,China,Master’s degree,Student,1-3 years
11825,18-21,Nonbinary,United States of America,No formal education past high school,Currently not employed,1-3 years
11826,40-44,Woman,Japan,Bachelor’s degree,Other,< 1 years
11827,30-34,Woman,Russia,Master’s degree,Other,< 1 years
11828,45-49,Prefer to self-describe,Canada,Bachelor’s degree,Data Scientist,20+ years
11829,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years
11830,50-54,Man,United States of America,Bachelor’s degree,Software Engineer,20+ years
11831,40-44,Woman,South Africa,Doctoral degree,Data Scientist,10-20 years
11832,18-21,Woman,China,Bachelor’s degree,Student,1-3 years
11833,18-21,Man,India,Master’s degree,Student,< 1 years
11834,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years
11835,50-54,Woman,Egypt,Doctoral degree,Currently not employed,20+ years
11836,40-44,Man,Chile,Bachelor’s degree,Data Engineer,5-10 years
11837,22-24,Man,China,Master’s degree,Student,< 1 years
11838,18-21,Man,Ukraine,Bachelor’s degree,Data Scientist,< 1 years
11839,22-24,Man,Japan,Master’s degree,Student,3-5 years
11840,35-39,Man,India,Professional doctorate,Product Manager,1-3 years
11841,60-69,Man,Brazil,Master’s degree,Statistician,5-10 years
11842,22-24,Woman,Taiwan,Bachelor’s degree,Program/Project Manager,< 1 years
11843,25-29,Prefer not to say,India,Master’s degree,Machine Learning Engineer,1-3 years
11844,25-29,Man,India,Bachelor’s degree,Currently not employed,1-3 years
11845,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years
11846,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer,3-5 years
11847,22-24,Man,Taiwan,Bachelor’s degree,Student,< 1 years
11848,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years
11849,60-69,Man,Spain,Doctoral degree,Research Scientist,20+ years
11850,22-24,Woman,India,Bachelor’s degree,Student,< 1 years
11851,50-54,Man,Japan,Doctoral degree,Data Scientist,20+ years
11852,18-21,Man,United States of America,Bachelor’s degree,Student,3-5 years
11853,25-29,Man,Other,Master’s degree,Student,< 1 years
11854,40-44,Man,United States of America,Bachelor’s degree,DBA/Database Engineer,20+ years
11855,22-24,Woman,India,Bachelor’s degree,Software Engineer,< 1 years
11856,25-29,Man,Viet Nam,I prefer not to answer,Student,< 1 years
11857,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years
11858,40-44,Man,Other,Doctoral degree,Research Scientist,5-10 years
11859,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
11860,30-34,Man,China,Master’s degree,Data Analyst,1-3 years
11861,35-39,Woman,India,Doctoral degree,Research Scientist,10-20 years
11862,35-39,Man,India,Bachelor’s degree,Other,< 1 years
11863,45-49,Man,India,Bachelor’s degree,Other,I have never written code
11864,25-29,Man,India,Bachelor’s degree,Data Scientist,I have never written code
11865,18-21,Man,China,Master’s degree,Data Analyst,3-5 years
11866,30-34,Man,India,Master’s degree,Data Scientist,5-10 years
11867,45-49,Man,United States of America,Master’s degree,Program/Project Manager,10-20 years
11868,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
11869,45-49,Woman,Australia,Doctoral degree,Data Scientist,20+ years
11870,30-34,Man,India,Master’s degree,Business Analyst,1-3 years
11871,40-44,Man,India,Bachelor’s degree,Data Analyst,1-3 years
11872,25-29,Woman,Other,Master’s degree,Student,5-10 years
11873,18-21,Man,India,Bachelor’s degree,Student,< 1 years
11874,22-24,Man,Egypt,Bachelor’s degree,Other,3-5 years
11875,22-24,Man,Italy,Master’s degree,Student,3-5 years
11876,35-39,Man,India,Doctoral degree,Research Scientist,1-3 years
11877,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years
11878,22-24,Man,Japan,Master’s degree,Student,3-5 years
11879,55-59,Man,Brazil,Bachelor’s degree,Software Engineer,20+ years
11880,40-44,Man,Brazil,Some college/university study without earning a bachelor’s degree,Other,1-3 years
11881,22-24,Man,France,Master’s degree,Student,1-3 years
11882,55-59,Man,United States of America,Doctoral degree,Research Scientist,20+ years
11883,45-49,Man,China,Doctoral degree,Other,< 1 years
11884,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
11885,45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years
11886,40-44,Man,United States of America,Bachelor’s degree,Software Engineer,20+ years
11887,30-34,Man,Kenya,Bachelor’s degree,Software Engineer,3-5 years
11888,45-49,Man,Czech Republic,Master’s degree,Product Manager,5-10 years
11889,22-24,Man,India,Master’s degree,Student,< 1 years
11890,40-44,Man,Other,Doctoral degree,Research Scientist,10-20 years
11891,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,1-3 years
11892,18-21,Man,India,No formal education past high school,Student,3-5 years
11893,25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 years
11894,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years
11895,22-24,Man,Nigeria,Bachelor’s degree,Data Scientist,< 1 years
11896,22-24,Man,Tunisia,Master’s degree,Student,1-3 years
11897,22-24,Woman,India,Bachelor’s degree,Data Analyst,1-3 years
11898,22-24,Woman,Tunisia,Bachelor’s degree,Student,1-3 years
11899,18-21,Man,Italy,Bachelor’s degree,Data Scientist,1-3 years
11900,25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years
11901,50-54,Man,United States of America,Master’s degree,Data Scientist,20+ years
11902,40-44,Man,United States of America,Master’s degree,Data Engineer,5-10 years
11903,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
11904,40-44,Man,United Arab Emirates,Master’s degree,Statistician,10-20 years
11905,18-21,Man,Egypt,Bachelor’s degree,Student,< 1 years
11906,22-24,Woman,Other,Master’s degree,Data Analyst,1-3 years
11907,35-39,Man,United States of America,Master’s degree,Software Engineer,5-10 years
11908,22-24,Prefer not to say,I do not wish to disclose my location,I prefer not to answer,Student,< 1 years
11909,30-34,Man,India,Master’s degree,Research Scientist,10-20 years
11910,30-34,Man,Japan,Doctoral degree,Student,10-20 years
11911,35-39,Man,Brazil,Doctoral degree,Other,3-5 years
11912,22-24,Man,India,Master’s degree,Machine Learning Engineer,< 1 years
11913,25-29,Man,United States of America,Bachelor’s degree,Other,5-10 years
11914,35-39,Man,United States of America,Bachelor’s degree,Data Engineer,1-3 years
11915,18-21,Woman,Other,Bachelor’s degree,Student,1-3 years
11916,18-21,Man,Indonesia,Bachelor’s degree,Student,1-3 years
11917,25-29,Man,Turkey,Bachelor’s degree,Data Scientist,3-5 years
11918,45-49,Woman,United States of America,Master’s degree,Software Engineer,3-5 years
11919,40-44,Woman,Singapore,Bachelor’s degree,Software Engineer,10-20 years
11920,22-24,Man,India,Bachelor’s degree,Currently not employed,3-5 years
11921,40-44,Woman,Israel,Master’s degree,Other,< 1 years
11922,30-34,Man,Italy,Master’s degree,Other,10-20 years
11923,30-34,Woman,India,Master’s degree,Student,5-10 years
11924,22-24,Man,Other,I prefer not to answer,Machine Learning Engineer,< 1 years
11925,22-24,Man,Indonesia,Bachelor’s degree,Currently not employed,1-3 years
11926,30-34,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years
11927,35-39,Man,Morocco,Master’s degree,Program/Project Manager,3-5 years
11928,18-21,Man,Colombia,Some college/university study without earning a bachelor’s degree,Student,1-3 years
11929,30-34,Man,Bangladesh,Master’s degree,Currently not employed,< 1 years
11930,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years
11931,40-44,Man,Argentina,Master’s degree,Data Scientist,10-20 years
11932,45-49,Man,Japan,Bachelor’s degree,Software Engineer,10-20 years
11933,35-39,Man,Taiwan,Master’s degree,Data Analyst,1-3 years
11934,40-44,Man,Italy,No formal education past high school,Software Engineer,20+ years
11935,25-29,Woman,Canada,Bachelor’s degree,Research Scientist,3-5 years
11936,25-29,Man,France,Master’s degree,Data Scientist,3-5 years
11937,40-44,Man,Mexico,Doctoral degree,Machine Learning Engineer,10-20 years
11938,25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years
11939,22-24,Man,Nigeria,Master’s degree,Student,< 1 years
11940,22-24,Man,Indonesia,Bachelor’s degree,Student,1-3 years
11941,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
11942,30-34,Man,South Africa,Doctoral degree,Student,5-10 years
11943,25-29,Woman,India,Master’s degree,Developer Relations/Advocacy,3-5 years
11944,25-29,Man,Japan,Master’s degree,Data Analyst,3-5 years
11945,22-24,Prefer not to say,China,Master’s degree,Machine Learning Engineer,5-10 years
11946,40-44,Woman,India,Master’s degree,Business Analyst,10-20 years
11947,25-29,Man,India,Master’s degree,Software Engineer,3-5 years
11948,30-34,Woman,Ukraine,Master’s degree,Software Engineer,5-10 years
11949,22-24,Man,India,Master’s degree,Software Engineer,1-3 years
11950,25-29,Man,India,Bachelor’s degree,Data Analyst,< 1 years
11951,18-21,Man,India,Bachelor’s degree,Student,1-3 years
11952,25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years
11953,45-49,Man,United States of America,Master’s degree,Business Analyst,I have never written code
11954,35-39,Man,United States of America,Master’s degree,Software Engineer,5-10 years
11955,25-29,Man,China,Master’s degree,Student,1-3 years
11956,35-39,Man,India,Master’s degree,Business Analyst,5-10 years
11957,30-34,Woman,United States of America,Doctoral degree,Other,1-3 years
11958,18-21,Woman,Other,Some college/university study without earning a bachelor’s degree,Statistician,1-3 years
11959,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years
11960,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
11961,25-29,Man,Belarus,I prefer not to answer,Student,< 1 years
11962,25-29,Man,India,Master’s degree,Software Engineer,5-10 years
11963,40-44,Man,United States of America,Doctoral degree,Student,20+ years
11964,22-24,Man,Australia,Master’s degree,Software Engineer,3-5 years
11965,35-39,Man,India,Bachelor’s degree,Software Engineer,3-5 years
11966,30-34,Man,Nepal,Bachelor’s degree,Student,1-3 years
11967,35-39,Woman,United States of America,Bachelor’s degree,Currently not employed,1-3 years
11968,22-24,Man,Italy,Bachelor’s degree,Data Scientist,1-3 years
11969,50-54,Man,Japan,Master’s degree,Machine Learning Engineer,20+ years
11970,25-29,Woman,India,Bachelor’s degree,Student,< 1 years
11971,25-29,Man,Japan,Master’s degree,Software Engineer,1-3 years
11972,18-21,Man,India,Bachelor’s degree,Student,1-3 years
11973,18-21,Man,India,Master’s degree,Machine Learning Engineer,1-3 years
11974,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years
11975,35-39,Woman,United States of America,Bachelor’s degree,Other,< 1 years
11976,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Student,3-5 years
11977,40-44,Man,Other,Master’s degree,Machine Learning Engineer,20+ years
11978,18-21,Man,Tunisia,Bachelor’s degree,Student,1-3 years
11979,30-34,Man,Argentina,Master’s degree,Machine Learning Engineer,5-10 years
11980,18-21,Man,India,Bachelor’s degree,Student,1-3 years
11981,30-34,Man,Germany,Master’s degree,Machine Learning Engineer,1-3 years
11982,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
11983,18-21,Woman,India,Bachelor’s degree,Student,3-5 years
11984,18-21,Man,Pakistan,Bachelor’s degree,Student,< 1 years
11985,22-24,Man,Other,Bachelor’s degree,Software Engineer,1-3 years
11986,18-21,Man,India,Bachelor’s degree,Student,3-5 years
11987,55-59,Woman,United States of America,Master’s degree,Business Analyst,3-5 years
11988,30-34,Man,Brazil,Bachelor’s degree,Software Engineer,5-10 years
11989,40-44,Man,South Korea,Master’s degree,Statistician,1-3 years
11990,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Research Scientist,5-10 years
11991,40-44,Woman,Ecuador,Bachelor’s degree,Data Analyst,3-5 years
11992,40-44,Woman,Norway,Doctoral degree,Machine Learning Engineer,< 1 years
11993,18-21,Man,Colombia,Some college/university study without earning a bachelor’s degree,Student,< 1 years
11994,40-44,Man,Nigeria,Master’s degree,Other,< 1 years
11995,35-39,Man,Germany,Master’s degree,Other,1-3 years
11996,30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 years
11997,25-29,Man,Kenya,Bachelor’s degree,Software Engineer,3-5 years
11998,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Student,1-3 years
11999,18-21,Man,United States of America,Bachelor’s degree,Student,3-5 years
12000,30-34,Man,Brazil,No formal education past high school,Data Scientist,1-3 years
12001,35-39,Man,Taiwan,Master’s degree,Data Scientist,1-3 years
12002,18-21,Woman,Viet Nam,Bachelor’s degree,Student,< 1 years
12003,25-29,Woman,Japan,Master’s degree,Student,3-5 years
12004,18-21,Man,India,Master’s degree,Student,< 1 years
12005,22-24,Man,Peru,Master’s degree,Currently not employed,1-3 years
12006,25-29,Man,Turkey,Doctoral degree,Statistician,1-3 years
12007,30-34,Man,Other,Master’s degree,Statistician,5-10 years
12008,22-24,Man,China,Bachelor’s degree,Data Analyst,< 1 years
12009,22-24,Man,Brazil,Bachelor’s degree,Other,< 1 years
12010,18-21,Prefer not to say,Other,Master’s degree,Student,< 1 years
12011,35-39,Woman,United States of America,Doctoral degree,Other,I have never written code
12012,22-24,Man,China,Master’s degree,Student,3-5 years
12013,18-21,Woman,Russia,Some college/university study without earning a bachelor’s degree,Student,< 1 years
12014,40-44,Man,Japan,Master’s degree,Business Analyst,5-10 years
12015,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years
12016,22-24,Man,India,Bachelor’s degree,Data Scientist,5-10 years
12017,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,< 1 years
12018,50-54,Man,United States of America,Master’s degree,Machine Learning Engineer,20+ years
12019,22-24,Man,India,I prefer not to answer,Machine Learning Engineer,1-3 years
12020,25-29,Man,China,Master’s degree,Machine Learning Engineer,3-5 years
12021,25-29,Woman,Taiwan,I prefer not to answer,Student,1-3 years
12022,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
12023,18-21,Man,Ukraine,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,3-5 years
12024,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,< 1 years
12025,22-24,Woman,India,Master’s degree,Student,1-3 years
12026,35-39,Man,Egypt,Bachelor’s degree,Other,< 1 years
12027,40-44,Man,France,I prefer not to answer,Data Engineer,5-10 years
12028,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years
12029,45-49,Man,Egypt,Master’s degree,Software Engineer,10-20 years
12030,40-44,Man,Germany,Master’s degree,Software Engineer,20+ years
12031,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
12032,40-44,Man,United States of America,Master’s degree,Other,< 1 years
12033,22-24,Man,Italy,Master’s degree,Student,3-5 years
12034,30-34,Woman,India,Doctoral degree,Software Engineer,1-3 years
12035,40-44,Man,Sweden,Master’s degree,Product Manager,10-20 years
12036,40-44,Man,Hong Kong (S.A.R.),Master’s degree,Business Analyst,20+ years
12037,18-21,Man,Other,Bachelor’s degree,Student,3-5 years
12038,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years
12039,18-21,Man,India,Bachelor’s degree,Student,< 1 years
12040,25-29,Woman,India,Master’s degree,Software Engineer,5-10 years
12041,30-34,Man,I do not wish to disclose my location,Doctoral degree,Student,< 1 years
12042,22-24,Man,Peru,Bachelor’s degree,Other,3-5 years
12043,55-59,Man,Greece,Master’s degree,Business Analyst,20+ years
12044,35-39,Woman,Brazil,Doctoral degree,Data Scientist,10-20 years
12045,40-44,Man,United States of America,Bachelor’s degree,Student,1-3 years
12046,22-24,Woman,Bangladesh,Master’s degree,Currently not employed,< 1 years
12047,30-34,Man,China,Master’s degree,Data Scientist,3-5 years
12048,25-29,Man,Japan,Bachelor’s degree,Machine Learning Engineer,1-3 years
12049,30-34,Man,South Korea,Master’s degree,Software Engineer,5-10 years
12050,40-44,Woman,India,Master’s degree,Currently not employed,10-20 years
12051,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,< 1 years
12052,22-24,Man,India,Bachelor’s degree,Student,1-3 years
12053,45-49,Man,United States of America,Master’s degree,Other,1-3 years
12054,25-29,Man,China,Doctoral degree,Data Analyst,1-3 years
12055,22-24,Woman,Nigeria,Bachelor’s degree,Data Analyst,< 1 years
12056,45-49,Woman,Other,I prefer not to answer,Research Scientist,1-3 years
12057,40-44,Man,Viet Nam,Professional doctorate,Research Scientist,10-20 years
12058,25-29,Man,Germany,Master’s degree,Software Engineer,3-5 years
12059,30-34,Woman,Nigeria,Master’s degree,Data Analyst,I have never written code
12060,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,I have never written code
12061,25-29,Man,Ukraine,Bachelor’s degree,Student,I have never written code
12062,22-24,Man,Japan,Master’s degree,Student,< 1 years
12063,50-54,Man,United States of America,Master’s degree,Product Manager,20+ years
12064,45-49,Man,Argentina,Master’s degree,Program/Project Manager,1-3 years
12065,22-24,Woman,Romania,Master’s degree,Data Scientist,1-3 years
12066,45-49,Woman,Turkey,No formal education past high school,Data Analyst,I have never written code
12067,18-21,Man,China,Bachelor’s degree,Student,3-5 years
12068,25-29,Man,Colombia,Master’s degree,Data Engineer,5-10 years
12069,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
12070,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years
12071,22-24,Man,India,Master’s degree,Research Scientist,3-5 years
12072,30-34,Man,Canada,Some college/university study without earning a bachelor’s degree,Student,5-10 years
12073,25-29,Man,India,Master’s degree,Currently not employed,< 1 years
12074,22-24,Man,India,Master’s degree,Currently not employed,1-3 years
12075,18-21,Woman,Kenya,Bachelor’s degree,Student,1-3 years
12076,35-39,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,3-5 years
12077,40-44,Man,India,Master’s degree,Currently not employed,3-5 years
12078,22-24,Man,China,Master’s degree,Machine Learning Engineer,3-5 years
12079,25-29,Woman,Tunisia,Professional doctorate,Data Scientist,< 1 years
12080,55-59,Man,Mexico,Master’s degree,Research Scientist,I have never written code
12081,35-39,Man,Australia,Master’s degree,Data Analyst,10-20 years
12082,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,10-20 years
